MainText,Label,CleanText
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham,erm woodland avenue somewhere get parish magazine telephone number
Are there TA jobs available? Let me know please cos i really need to start working,ham,ta jobs available let know please cos really need start working
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham,aiyar hard 2 type u later free tell call n scold n tell u
Yup i'm free...,ham,yup im free
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham,good good billy mates gone jogging enjoy concert
Yo come over carlos will be here soon,ham,yo come carlos soon
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,ham,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely xxx
I guess it is useless calling u 4 something important.,ham,guess useless calling u 4 something important
Ha ha - had popped down to the loo when you hello-ed me. Hello!,ham,ha ha popped loo helloed hello
He dint tell anything. He is angry on me that why you told to abi.,ham,dint tell anything angry told abi
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,smish,someone u know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,happens r 2waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
I keep ten rs in my shelf:) buy two egg.,ham,keep ten rs shelf buy two egg
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",ham,wasnt well babe swollen glands throat end
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham,ur changes 2 da report big cos ive already made changes 2 da previous report
Captain is in our room:),ham,captain room
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham,cant speak bcaz mobile problem listen cannt listen voice calls later
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,ham,hiya stu wot u 2im much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan
S...i will take mokka players only:),ham,si take mokka players
Are you still playing with gautham?,ham,still playing gautham
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,ham,hey mr going sea view couple gays mean games give bell ya finish
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham,k jason says hes gon na around ill around ltgt
Sorry . I will be able to get to you. See you in the morning.,ham,sorry able get see morning
Aight well keep me informed,ham,aight well keep informed
I am not having her number sir,ham,number sir
Am only searching for good dual sim mobile pa.,ham,searching good dual sim mobile pa
That seems unnecessarily hostile,ham,seems unnecessarily hostile
Dude got a haircut. Now its breezy up there,ham,dude got haircut breezy
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",smish,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 u care
i thought we were doing a king of the hill thing there.,ham,thought king hill thing
Nope i'll come online now..,ham,nope ill come online
ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham,also tell said happy birthday
Y bishan lei... I tot ü say lavender?,ham,bishan lei tot ü say lavender
Boo what time u get out? U were supposed to take me shopping today. :(,ham,boo time u get u supposed take shopping today
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",ham,u sound like manky scouse boy stevelike travelling da bus homewot u inmind 4 recreation dis eve
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham,fyi im taking quick shower epsilon like ltgt min
on a Tuesday night r u 4 real,ham,tuesday night r u 4 real
Yes when is the appt again?,ham,yes appt
Just got outta class gonna go gym.,ham,got outta class gon na go gym
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham,want sent ltgt mesages today thats sorry hurts
Ü all write or wat..,ham,ü write wat
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham,ha wouldnt say didnt read anything way u seemed dont like 2 judgementali save fridays pub
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,ham,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits best
Hi:)did you asked to waheeda fathima about leave?,ham,hidid asked waheeda fathima leave
Enjoy urself tmr...,ham,enjoy urself tmr
You still around? I could use a half-8th,ham,still around could use half8th
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,smish,u 447801259231 secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094597
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham,give us back id proof ltgt rs wont allow work come home within days
Ü bot notes oredi... Cos i juz rem i got...,ham,ü bot notes oredi cos juz rem got
Yes. Rent is very expensive so its the way we save.,ham,yes rent expensive way save
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
Hows the pain dear?y r u smiling?,ham,hows pain deary r u smiling
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham,fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like 2 hits
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,smish,important information 4 orange user 0789xxxxxxx today lucky day2find log onto httpwwwurawinnercom theres fantastic surprise awaiting
"Sorry, I can't help you on this.",ham,sorry cant help
Great. So should i send you my account number.,ham,great send account number
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 cin u 2mrw luv jaz
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",smish,dating service asked 2 contact u someone shy call 09058091870 revealed pobox84 m26 3uz 150p
Ü only send me the contents page...,ham,ü send contents page
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",ham,night sweet sleep well ive see exorcism emily rose may never sleep hugs snogs
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",ham,dont think u got think use got good ni8
"I can't right this second, gotta hit people up first",ham,cant right second got ta hit people first
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham,evry emotion dsnt hav wordsevry wish dsnt hav prayrs u smiled world wit uothrwise even drop tear dsnt lik 2 stay wit uso b happy good morning keep smiling
So what about you. What do you remember,ham,remember
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
Mm yes dear look how i am hugging you both. :-P,ham,mm yes dear look hugging p
I like dis sweater fr mango but no more my size already so irritating.,ham,like dis sweater fr mango size already irritating
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham,1 dont number 2 gon na massive pain ass id rather get involved thats possible
Anytime lor...,ham,anytime lor
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,smish,want new video handset 750 time network mins unlimited text camcorder reply call 08000930705 del sat
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng
"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",smish,ur balance £600 next question complete landmark big bob b barry c ben text b c 83738 good luck
Me fine..absolutly fine,ham,fineabsolutly fine
K and you're sure I don't have to have consent forms to do it :V,ham,k youre sure dont consent forms v
Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,smish,ur tonexs subscription renewed charged £450 choose 10 polys month wwwclubzedcouk billing msg
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",smish,dont prize go another customer tc wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back busy
How much is torch in 9ja.,ham,much torch 9ja
"Doing nothing, then u not having dinner w us?",ham,nothing u dinner w us
How are you. Just checking up on you,ham,checking
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,ham,done internet connection v slow ‘ send try later first thing tomo
Mathews or tait or edwards or anderson,ham,mathews tait edwards anderson
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,ham,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke
No need lar i go engin? Cos my sis at arts today...,ham,need lar go engin cos sis arts today
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham,thanks honey still havent heard anything leave bit longer 2 crowd try later great advice thanks hope cardiff still
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,smish,want new nokia 3510i colour phone delivered tomorrow 200 free minutes mobile 100 free text free camcorder reply call 8000930705
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,",ham,im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheers
S.i'm watching it in live..,ham,sim watching live
"see you then, we're all christmassy here!",ham,see christmassy
"K I'm ready,  &lt;#&gt; ?",ham,k im ready ltgt
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,know god created gap fingers one made comes amp fills gaps holding hand love
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham,greatest test courage earth bear defeat without losing heartgn tc
what are your new years plans?,ham,new years plans
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,smish,recpt 13 ordered ringtone order processed
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham,baaaaaaaabe wake miss crave need
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham,got message ignoring yes shopping
Dear :-/ why you mood off. I cant drive so i brother to drive,ham,dear mood cant drive brother drive
When did dad get back.,ham,dad get back
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",ham,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
Yes just finished watching days of our lives. I love it.,ham,yes finished watching days lives love
Juz go google n search 4 qet...,ham,juz go google n search 4 qet
Many times we lose our best ones bcoz we are,ham,many times lose best ones bcoz
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",ham,good friends care close friends understand true friends stay forever beyond words beyond time gud ni8
Just getting back home,ham,getting back home
"Sorry, I'll call later  &lt;#&gt; mins",ham,sorry ill call later ltgt mins
Dun need to use dial up juz open da browser n surf...,ham,dun need use dial juz open da browser n surf
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,smish,one registered subscribers u enter draw 4 100 gb gift voucher replying enter unsubscribe text stop
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham,awesome plan get time like ltgt ill text details wee bit
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversations usget convinced timeyour family many sensesrespect overemphasiseor u role life
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",smish,chance win free bluetooth headset simply reply back adp
You also didnt get na hi hi hi hi hi,ham,also didnt get na hi hi hi hi hi
Ya but it cant display internal subs so i gotta extract them,ham,ya cant display internal subs got ta extract
If i said anything wrong sorry de:-),ham,said anything wrong sorry de
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham,stupid say challenge godyou dont think write instead respond immed
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham,yeah able ill text im ready meet
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night
"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham,says hes quitting least5times day wudnt take much notice nah didnt mind gon na see want come taunton tonight u tell
"When you get free, call me",ham,get free call
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,ham,little darlings far week need coffee run tomocant believe time week already …
Ok i msg u b4 i leave my house.,ham,ok msg u b4 leave house
Still at west coast... Haiz... Ü'll take forever to come back...,ham,still west coast haiz üll take forever come back
MMM ... Fuck .... Merry Christmas to me,ham,mmm fuck merry christmas
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham,alright thanks advice enjoy night ima try get sleep
Update your face book status frequently :),ham,update face book status frequently
Just now saw your message.it k da:),ham,saw messageit k da
Was it something u ate?,ham,something u ate
So what did the bank say about the money?,ham,bank say money
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham,aiyar dun disturb u liao thk u lots 2 aft ur cupboard come
Hey they r not watching movie tonight so i'll prob b home early...,ham,hey r watching movie tonight ill prob b home early
Yar lor... How u noe? U used dat route too?,ham,yar lor u noe u used dat route
2mro i am not coming to gym machan. Goodnight.,ham,2mro coming gym machan goodnight
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham,dont think need yellow card uk travel ask someone gone ltgt bucks
Can u look 4 me in da lib i got stuff havent finish yet.,ham,u look 4 da lib got stuff havent finish yet
Sounds great! Im going to sleep now. Have a good night!,ham,sounds great im going sleep good night
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,smish,dont b floppy b snappy happy gay chat service photo upload call 08718730666 10pmin 2 stop texts call 08712460324
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
How come u got nothing to do?,ham,come u got nothing
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,ham,nothing ever easy dont looking reason take risk life love
i want to grasp your pretty booty :),ham,want grasp pretty booty
I've got it down to a tea. not sure which flavour,ham,ive got tea sure flavour
I'm going 2 orchard now laready me reaching soon. U reaching?,ham,im going 2 orchard laready reaching soon u reaching
Dear i am not denying your words please,ham,dear denying words please
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham,know old dom told yesterday name roger got touch last night wants meet today 2 pm
COME BACK TO TAMPA FFFFUUUUUUU,ham,come back tampa ffffuuuuuuu
"2 celebrate my bday, y else?",ham,2 celebrate bday else
Merry christmas to u too annie!,ham,merry christmas u annie
Please tell me you have some of that special stock you were talking about,ham,please tell special stock talking
I sent them. Do you like?,ham,sent like
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",smish,urgent ur awarded complimentary trip eurodisinc trav acoentry41 £1000 claim txt dis 87121 186£150morefrmmob shracomorsglsuplt10 ls1 3aj
"Awesome, be there in a minute",ham,awesome minute
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",ham,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad
I've told you everything will stop. Just dont let her get dehydrated.,ham,ive told everything stop dont let get dehydrated
Or I guess  &lt;#&gt;  min,ham,guess ltgt min
I'm home. Ard wat time will u reach?,ham,im home ard wat time u reach
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person bt girlfrnd g n g h
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",ham,want mapquest something look usf dogwood drive thats tiny street parking lot
Aight should I just plan to come up later tonight?,ham,aight plan come later tonight
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,ham,die accidentally deleted e msg suppose 2 put e sim archive haiz sad
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",smish,welcome ukmobiledate msg free giving free calling 08719839835 future mgs billed 150p daily cancel send go stop 89123
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham,wishing great day moji told offer always speechless offer easily go great lengths behalf stunning exam next friday keep touch sorry
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",ham,thanks reply today ur visa coming r u still buying gucci bags sister things easy uncle john also bills really need think make money later sha
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",ham,sorry flaked last night shits seriously goin roommate tonight
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,ham,said look pretty wif long hair wat thk hes cutting quite short 4 leh
Ranjith cal drpd Deeraj and deepak 5min hold,ham,ranjith cal drpd deeraj deepak 5min hold
"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X""",ham,cheers callin babesozi culdnt talkbut wannatell u details later wenwecan chat properly x
Hey u still at the gym?,ham,hey u still gym
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife
Much better now thanks lol,ham,much better thanks lol
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham,nothing smsing u n xy lor sorry lor da guys neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham,lem know swing pick im free basically time 1 semester
Wa... U so efficient... Gee... Thanx...,ham,wa u efficient gee thanx
3. You have received your mobile content. Enjoy,smish,3 received mobile content enjoy
S but not able to sleep.,ham,able sleep
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,smish,want explicit sex 30 secs ring 02073162414 costs 20pmin
We will meet soon princess! Ttyl!,ham,meet soon princess ttyl
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham,ill pick 515pm go taunton still want come
Oh :-)only 4 outside players allowed to play know,ham,oh 4 outside players allowed play know
I anything lor.,ham,anything lor
Erutupalam thandiyachu,ham,erutupalam thandiyachu
"Y cant u try new invention to fly..i'm not joking.,",ham,cant u try new invention flyim joking
No..its ful of song lyrics..,ham,noits ful song lyrics
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham,u reckon need 2 arrange transport u cant thanks
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
Shopping? Eh ger i toking abt syd leh...Haha,ham,shopping eh ger toking abt syd lehhaha
What not under standing.,ham,standing
have * good weekend.,ham,good weekend
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins
Call me when you get the chance plz &lt;3,ham,call get chance plz lt3
The new deus ex game comin early next yr,ham,new deus ex game comin early next yr
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt 7
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham,friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime
Probably a couple hours tops,ham,probably couple hours tops
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham,lol grins im babe thanks thinking
Man this bus is so so so slow. I think you're gonna get there before me,ham,man bus slow think youre gon na get
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham,hope text meets smiling let text give reason smile beautiful day
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",ham,case wake wondering forgot take care something grandma today done parade
Ok,ham,ok
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",smish,latest nokia mobile ipod mp3 player £400 proze guaranteed reply win 83355 norcorp ltd£150mtmsgrcvd18
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",smish,sms services inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae
Nvm take ur time.,ham,nvm take ur time
So wat's da decision?,ham,wats da decision
Wot is u up 2 then bitch?,ham,wot u 2 bitch
Stupid.its not possible,ham,stupidits possible
She told to hr that he want posting in chennai:)because i'm working here:),ham,told hr want posting chennaibecause im working
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,smish,mobile club choose top quality items mobile 7cfca1a
When are you guys leaving?,ham,guys leaving
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,ham,neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ü got lot work ar
Not able to do anything.,ham,able anything
Ü takin linear algebra today?,ham,ü takin linear algebra today
This weekend is fine (an excuse not to do too much decorating),ham,weekend fine excuse much decorating
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
Now project pa. After that only i can come.,ham,project pa come
Money i have won wining number 946 wot do i do next,smish,money wining number 946 wot next
"Sure, whenever you show the fuck up &gt;:(",ham,sure whenever show fuck gt
That was random saw my old roomate on campus. He graduated,ham,random saw old roomate campus graduated
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",smish,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,ham,sucks got planned yo valentine yo valentine arent
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham,got part nottingham 3 hrs 63miles good thing love man much 40mph hey ho
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham,think one saying clearly ok leave need ask go come
Hi good mornin.. Thanku wish u d same..,ham,hi good mornin thanku wish u
DO U WANT 2 MEET UP 2MORRO,ham,u want 2 meet 2morro
Actually I decided I was too hungry so I haven't left yet :V,ham,actually decided hungry havent left yet v
I've sent ü my part..,ham,ive sent ü part
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham,cos shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",smish,want cock hubbys away need real man 2 satisfy txt wife 89938 strings action txt stop 2 end txt rec £150ea otbox 731 la1 7ws
Understand. his loss is my gain :) so do you work? School?,ham,understand loss gain work school
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt itxx
"Hiya, probably coming home * weekend after next",ham,hiya probably coming home weekend next
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham,dont forget though love walk beside watching keeping heart warm
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,ham,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
Ok both our days. So what are you making for dinner tonite? Am I invited?,ham,ok days making dinner tonite invited
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,smish,gr8 new service live sex video chat mob see sexiest dirtiest girls live ur phone 4 details text horny 89070 cancel send stop 89070
I have no money 4 steve mate! !,ham,money 4 steve mate
IM LATE TELLMISS IM ON MY WAY,ham,im late tellmiss im way
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
Normally i use to drink more water daily:),ham,normally use drink water daily
Dare i ask... Any luck with sorting out the car?,ham,dare ask luck sorting car
