MainText,Phishing,Label,CleanText
"https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",14.0,smish,httpsirsgovdirectpayingcom please reply exit sms open sms activation link copy link open safari browser mission irs help american taxpayers understand meet tax obligations provide highest quality service
"link. https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",14.0,smish,link httpsirsgovdirectpayingcom please reply exit sms open sms activation link copy link open safari browser mission irs help american taxpayers understand meet tax obligations provide highest quality service
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service
"(VERIFICATION) for the $1,989.50 Charge on E-Bay. if this wasn't you, Tap mastermulticentro.com/ss to ""DENY"" Saturday 1:07 PM (*VERIFICATION*) for the $1,989.50 Charge on E-Bay. if this wasn't you, Tap mastermulticentro.com/ss to ""DENY""",1.0,smish,verification 198950 charge ebay wasnt tap mastermulticentrocomss deny saturday 107 pm verification 198950 charge ebay wasnt tap mastermulticentrocomss deny
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usvnwcy.top (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!",17.0,smish,usps package arrived warehouse delivered due incomplete address information please confirm address link httpsusvnwcytop please reply 1 exit sms open sms activation link copy link safari browser open us postal team wishes wonderful day
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service
"I#R#S/ (M5G#357102) YOU FED3R4L RETURN W4S_B4N by the 1R'S. DON'T WORRY,we'll he! p you to F!x it, Click here> //sl.ut.ac.id/1spp",5.0,smish,irs m5g357102 fed3r4l return w4sb4n 1rs dont worrywell p fx click slutacid1spp
"Dear, congratulations on passing the interview. Day salary: Tk 2,000. Please contact: https://wa.me/959799484233",1.0,smish,dear congratulations passing interview day salary tk 2000 please contact httpswame959799484233
"1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",14.0,smish,1 irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovdirectpayingcom please reply exit sms open sms activation link copy link open safari browser mission irs help american taxpayers understand meet tax obligations provide highest quality service
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax\nobligations and to provide them with the highest quality service.",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet taxnobligations provide highest quality service
"Make 50k or less? You may qualify for fantastic ACA rates, some as low as 0/month: storage.googleapis.com/getaca/getaca.html?fbluxyR7Z4 hbb85K 0",1.0,smish,make 50k less may qualify fantastic aca rates low 0month storagegoogleapiscomgetacagetacahtmlfbluxyr7z4 hbb85k 0
"You have time sensitive correspondence waiting in your UI Online Inbox that may require a response. Failure to respond to time sensitive requests for information may result in a loss or denial of your unemployment benefits. To view the correspondence, log into your Ul Online account at: https://t.ly/iQ3HE To access correspondence, select 'Claimant Inbox' from the Claimant Home screen. Then, select 'Search' to find and vie. the correspondence. ",7.0,smish,time sensitive correspondence waiting ui online inbox may require response failure respond time sensitive requests information may result loss denial unemployment benefits view correspondence log ul online account httpstlyiq3he access correspondence select claimant inbox claimant home screen select search find vie correspondence
"Hello, USPS reminds you that your package has arrived at the warehouse, but cannot be delivered due to incomplete address information. Please confirm your address in the link. https://www.uspostalcenter.bond (Please",1.0,smish,hello usps reminds package arrived warehouse delivered due incomplete address information please confirm address link httpswwwuspostalcenterbond please
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-address-amend.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",14.0,smish,usps package arrived warehouse could delivered due incomplete address information please confirm address link httpsuspsaddressamendcom please reply exit text message open activate link copy link open safari browser usps team wishes wonderful day
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.tax-helping.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 5:55 PM",10.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovtaxhelpingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service 555 pm
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provi > View all",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provi view
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 11:59 A",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service 1159
MSGID: 4B2MABMNKA - EF69GDTS1L New Message! From : USPS Team Content: We are having trouble delivering your package due to an incorrect address. Please update your address details within 24 hours or your package will be returned to the seller. Use this link grco.de/beTOGX?case-30623v,0.0,ham,msgid 4b2mabmnka ef69gdts1l new message usps team content trouble delivering package due incorrect address please update address details within 24 hours package returned seller use link grcodebetogxcase30623v
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-address-amend.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). O'",14.0,smish,usps package arrived warehouse could delivered due incomplete address information please confirm address link httpsuspsaddressamendcom please reply exit text message open activate link copy link open safari browser
Your package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https:// usps.serviceid.online (Please reply 1 and restart iMessage to activate the link or copy the link to open in your Safari browser) The U.S.P.S team wishes you a great day!,1.0,smish,package arrived warehouse could delivered due incomplete address information please confirm address link https uspsserviceidonline please reply 1 restart imessage activate link copy link open safari browser usps team wishes great day
"(M5G#154943) Y0U FED3R4L RETURN W4S_B4N by the 1R'S. D0N'T W0RRY,we'II he!p you to F!x it,C!ick here> //sl.ut.ac.id/1spp",4.0,smish,m5g154943 y0u fed3r4l return w4sb4n 1rs d0nt w0rryweii hep fx itcick slutacid1spp
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.\n\nhttps://irs.gov.safe-paying.com\n\nThe mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information linknnhttpsirsgovsafepayingcomnnthe mission irs help american taxpayers understand meet tax obligations provide highest quality service
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://cutt.ly/gwWmzsU1  (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day Sent from my iPhone",0.0,ham,usps package arrived warehouse delivered due incomplete address information please confirm address link within 12 hours httpscuttlygwwmzsu1 please reply exit sms open sms activation link copy link safari browser open us postal team wishes wonderful day sent iphone
"Chatting with +44 7354 100553. Learn more [ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 21 min |||",13.0,smish,chatting 44 7354 100553 learn irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service 21 min
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 37 min",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service 37 min
"RCS chat with +44 7751 934085. Learn more [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. |||",13.0,smish,rcs chat 44 7751 934085 learn irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service
"For your $965.30 refund, we need your confirmation. Authenticate it through our online verification system aprpok.com/2pRGFz",0.0,ham,96530 refund need confirmation authenticate online verification system aprpokcom2prgfz
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-intend.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",18.0,smish,usps package arrived warehouse could delivered due incomplete address information please confirm address link httpsuspsintendshop please reply exit text message open activate link copy link open safari browser usps team wishes wonderful day
"Hello, You have time sensitive correspondence waiting in your UI Online Inbox that may require a response.Failure to respond to time sensitive requests for information may result in a loss or denial of your unemployment benefits.To view the correspondence, log into your Ul Online account at https://t.ly/Ot6za To access correspondence, select 'Claimant Inbox' from the Claimant Home screen. Then, select 'Search' to find and vie. the correspondence. ",0.0,ham,hello time sensitive correspondence waiting ui online inbox may require responsefailure respond time sensitive requests information may result loss denial unemployment benefitsto view correspondence log ul online account httpstlyot6za access correspondence select claimant inbox claimant home screen select search find vie correspondence
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. Preview not available 2:11 PM",14.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovdirectpayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service preview available 211 pm
Your $1000 October Stimulus Check has been approved. Confirm your details: leftfxn.com/aEdebm5r ,0.0,ham,1000 october stimulus check approved confirm details leftfxncomaedebm5r
IRS: After the last annual calculation of your fiscal acitivity we have determined that you are eligble for tax refund under section 501(c) (17) of the Internal Revenue Code. Please submit the Tax Refund Request Form at: https://irs-gov.id23764.tax/tax-refund#irs68796 and allow us 3-9 days to process it. Internal Revenue Service United States Department of the Treasury. TAXID12-073200870 ,11.0,smish,irs last annual calculation fiscal acitivity determined eligble tax refund section 501c 17 internal revenue code please submit tax refund request form httpsirsgovid23764taxtaxrefundirs68796 allow us 39 days process internal revenue service united states department treasury taxid12073200870
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://track-tols-usopst.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day! O",1.0,smish,usps package arrived warehouse could delivered due incomplete address information please confirm address link httpstracktolsusopsttop please reply exit text message open activate link copy link open safari browser usps team wishes wonderful day
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 10:22 p. m.",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service 1022 p
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 9:52 AM",13.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsafepayingcom mission irs help american taxpayers understand meet tax obligations provide highest quality service 952
"Hello, USPS reminds you that your package has arrived at the warehouse, but cannot be delivered due to incomplete address information. Please confirm your address in the link. https://track-uspos-tols.com (Please reply Y, then exit the SMS, apsin RCS message",6.0,smish,hello usps reminds package arrived warehouse delivered due incomplete address information please confirm address link httpstrackuspostolscom please reply exit sms apsin rcs message
AnPost: Your parcel has just arrived at our depot with customs charge. https://delivery-customscharges.com/ Number of items: 1 Tracking number: LL509638221E,0.0,ham,anpost parcel arrived depot customs charge httpsdeliverycustomschargescom number items 1 tracking number ll509638221e
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. usps.upspb.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to browser and open it) The US Postal team wishes you a wonderful day",9.0,smish,usps package arrived warehouse delivered due incomplete address information please confirm address link within 12 hours uspsupspbcom please reply 1 exit sms open sms activation link copy link browser open us postal team wishes wonderful day
Your $1000 Stimulus Check for November has been approved. Confirm details dtsaiel.com/OMDOK9EA,0.0,ham,1000 stimulus check november approved confirm details dtsaielcomomdok9ea
PHONE COMPROMISED: Your device scan revealed (3) extremely malicious files. Delete them IMMEDIATELY to secure your data hwqpzhm.com/QVdV9ppD,1.0,smish,phone compromised device scan revealed 3 extremely malicious files delete immediately secure data hwqpzhmcomqvdv9ppd
"AIB: Due to unusual activity, your card has been placed on hold. aib-onlinesecurity-access.com and follow the on-screen instructions to re-activate.",0.0,ham,aib due unusual activity card placed hold aibonlinesecurityaccesscom follow onscreen instructions reactivate
Your $1000 Stimulus Check for November has been approved. Confirm details ebgicer.com/mDWj392A MMS 1:12 PM,0.0,ham,1000 stimulus check november approved confirm details ebgicercommdwj392a mms 112 pm
Dear Mr/Ms Your goods have arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm or update your address in the link. https://uspuss.xyz Alternatively (copy the link to the browser and open RCS messa...,15.0,smish,dear mrms goods arrived warehouse delivered due incomplete address information please confirm update address link httpsuspussxyz alternatively copy link browser open rcs messa
RE: Refund case #5134. Your service provider has overcharged you by $231.64. They have agreed to refund you in full: saismbb.com/03bMrEEM,0.0,ham,refund case 5134 service provider overcharged 23164 agreed refund full saismbbcom03bmreem
IRS-STATEMENT-CLAIM.pdf PDF Document - 84 KB ,,ham,irsstatementclaimpdf pdf document 84 kb
IRS_TAX_REFUND_B2D 5T88RF9.pdf PDF Document - 83 KB,,ham,irstaxrefundb2d 5t88rf9pdf pdf document 83 kb
IRS_TAX_RE- FUND_B2D5T88RF9.pdf PDF Document · 83 KB,,ham,irstaxre fundb2d5t88rf9pdf pdf document · 83 kb
"Your package delivery is on hold. To reschedule, you must pay these customs charges: https://deutschepost-pack.net",0.0,ham,package delivery hold reschedule must pay customs charges httpsdeutschepostpacknet
"D.post: Für Ihren Artikel, der geliefert wird, fallen Zollgebühren an. Um die Lieferung fortzusetzen, muss die Zahlung erfolgen an: frische-lieferung-de.com",0.0,ham,dpost für ihren artikel der geliefert wird fallen zollgebühren um die lieferung fortzusetzen muss die zahlung erfolgen frischelieferungdecom
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",15.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovdirectcapitalscom please reply exit sms open sms activation link copy link open safari browser mission irs help american taxpayers understand meet tax obligations provide highest quality service
IRS TAX REFUND MOP1QHS.pdf PDF Document â¢ 83 KB,,ham,irs tax refund mop1qhspdf pdf document â¢ 83 kb
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uspbb.top (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!",14.0,smish,usps package arrived warehouse delivered due incomplete address information please confirm address link httpsuspbbtop please reply 1 exit sms open sms activation link copy link safari browser open us postal team wishes wonderful day
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",15.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovdirectcapitalscom please reply exit sms open sms activation link copy link open safari browser mission irs help american taxpayers understand meet tax obligations provide highest quality service
Refund Validation Request: Your cooperation is requested to validate your $863.35 refund via our online verification process. sqanzq.-com/cb8183,2.0,smish,refund validation request cooperation requested validate 86335 refund via online verification process sqanzqcomcb8183
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",15.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link irsgovdirectcapitalscom please reply exit sms open sms activation link copy link open safari browser mission irs help american taxpayers understand meet tax obligations provide highest quality service
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",15.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovdirectcapitalscom please reply exit sms open sms activation link copy link open safari browser mission irs help american taxpayers understand meet tax obligations provide highest quality service
IRS_TAX_RE-FUND_OY2PTO2.pdf PDF Document · 83 KB,,ham,irstaxrefundoy2pto2pdf pdf document · 83 kb
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",14.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom mission irs help american taxpayers understand meet tax obligations provide highest quality service
RE/REFUND #5134 - Your Refund Payment link is ready. Get your $231.64 refund here zjlesnt.com/ajWje8BZ,0.0,ham,rerefund 5134 refund payment link ready get 23164 refund zjlesntcomajwje8bz
"[IRS] We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation!",15.0,smish,irs received tax refund application fiscal year 2023 entitled refund 57300 order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser thank cooperation
"[IRS] We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]",15.0,smish,irs received tax refund application fiscal year 2023 entitled refund 57300 order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser thank cooperation sincerely irs
"Mobile Security Breach Warning: Warning! (4) apps have breached your mobile security. Take swift action to remove them. For assistance, click uwntow.com/65VPat",0.0,ham,mobile security breach warning warning 4 apps breached mobile security take swift action remove assistance click uwntowcom65vpat
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",12.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 thank cooperation sincerely irs
IRS_Statement_ID40AJGAT9.pdf PDF Document · 97 KB,,ham,irsstatementid40ajgat9pdf pdf document · 97 kb
FRM:00031 MSG:(USAA Alert) Confirm and verify your transactions: propertyacademy.net/na.html#23 If all looks good you don't have to do anything USAA.,1.0,smish,frm00031 msgusaa alert confirm verify transactions propertyacademynetnahtml23 looks good dont anything usaa
"[IRS]We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O' A A",15.0,smish,irswe received tax refund application fiscal year 2023 entitled refund 57300 order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser thank cooperation sincerely irs
Your Phone has been comprimised! CLICK LINK BELOW TO REMOVE ? pbizzz.com/J44rCi,0.0,ham,phone comprimised click link remove pbizzzcomj44rci
"A deduction of $714.02 was made from your account? Not you, click cesbc.us/ to cancel.",0.0,ham,deduction 71402 made account click cesbcus cancel
IRS_Statement_ID1G8J62KOZ.pdf PDF Document · 224 KB,,ham,irsstatementid1g8j62kozpdf pdf document · 224 kb
Your Phone has been comprimised! ( CLICK LINK BELOW TO REMOVE (I pbizzz.com/J44rCi,14.0,smish,phone comprimised click link remove pbizzzcomj44rci
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O*",14.0,smish,irs receive tax refund 57300 process due incomplete personal information order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 15 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser thank cooperation sincerely irs
"1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]",14.0,smish,1 irs receive tax refund 57300 process due incomplete personal information order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 15 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser thank cooperation sincerely irs
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. ",,ham,irs receive tax refund 57300 process due incomplete personal information order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 15 2023
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS] ",14.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 thank cooperation sincerely irs
"[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the iMessage",15.0,smish,irs receive tax refund 57300 process due incomplete personal information order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 15 2023 httpsirsgovdirectcapitalscom please reply exit message reopen imessage
(213) 671-8751 Here is an opportunity for you to benefit from extra unemployment insurance funds relief bonus set up by federal Government with a sum of $2400 every week as Taxes Refund Benefit Programe for every citizen Act Plan. Apply here: (https://forms.office.com/r/Oc71GAVPIJ) 10:26 PM,0.0,ham,213 6718751 opportunity benefit extra unemployment insurance funds relief bonus set federal government sum 2400 every week taxes refund benefit programe every citizen act plan apply httpsformsofficecomroc71gavpij 1026 pm
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.)",15.0,smish,irs receive tax refund 57300 process due incomplete personal information order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 15 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser
"? THE US TREASURY DEPARTMENT sent you a new message Inbox The United States Treasury Department IN charge of American Rescue plan is offering up to $2,200 every week for all American Workers and Family. Apply here: https://americfamilyassist.com",9.0,smish,us treasury department sent new message inbox united states treasury department charge american rescue plan offering 2200 every week american workers family apply httpsamericfamilyassistcom
"< [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",14.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 thank cooperation sincerely irs
